player_id,version,name,full_name,description,image,height_cm,weight_kg,dob,positions,overall_rating,potential,value,wage,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause,specialities,club_id,club_name,club_league_id,club_league_name,club_logo,club_rating,club_position,club_kit_number,club_joined,club_contract_valid_until,country_id,country_name,country_league_id,country_league_name,country_flag,country_rating,country_position,country_kit_number,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,fk_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,defensive_awareness,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,play_styles
239093,2024-07-08,Jonathan Clauss,Jonathan Clauss,"Jonathan Clauss (born 25 September 1992) is a French footballer who plays as a right back for French club Olympique de Marseille, and the France national team. In the game FC 24, his overall rating is 80.",https://cdn.sofifa.net/players/239/093/24_120.png,178,69,1992-09-25,"RB,RWB",80,80,€18M,€43K,Right,3 ,3 ,2 ,High/Medium,Lean (170-185),No,€34.2M,,219,Olympique de Marseille,16,Ligue 1,https://cdn.sofifa.net/meta/team/44/30.png,77,RWB,7,2022-07-20,2025,1335,France,78,Friendly International,https://cdn.sofifa.net/meta/team/18647/30.png,84,RB,3,84,68,62,76,56,76,77,76,67,79,85,88,83,81,77,77,76,82,63,68,67,72,75,75,52,76,71,76,74,15,14,15,8,15,"Whipped Cross,Anticipate,Relentless,Long Throw,Early Crosser (CPU AI)"
235374,2024-07-08,Manuel Lazzari,Manuel Lazzari,"Manuel Lazzari (born 29 November 1993) is an Italian footballer who plays as a right back for Italian club Lazio, and the Italy national team. In the game FC 24, his overall rating is 79.",https://cdn.sofifa.net/players/235/374/24_120.png,174,67,1993-11-29,RB,79,79,€15.5M,€51K,Right,3 ,3 ,2 ,High/Medium,Normal (170-185),No,€26.4M,Speedster,46,Lazio,31,Serie A,https://cdn.sofifa.net/meta/team/43/30.png,80,RB,29,2019-07-12,2027,1343,Italy,78,Friendly International,https://cdn.sofifa.net/meta/team/18658/30.png,82,SUB,6,83,67,44,78,59,82,68,58,75,81,93,92,89,78,89,53,66,86,56,57,66,73,74,74,55,76,72,75,69,14,6,11,5,11,"Rapid,Quick Step"
246688,2024-07-08,Saud Abdulhamid,Saud Abdullah Abdul Hamid,"Saud Abdulhamid (Saud Abdullah Abdul Hamid, born 18 July 1999) is a Saudi Arabian footballer who plays as a right back for Saudi Arabian club Al Hilal. In the game FC 24, his overall rating is 77.",https://cdn.sofifa.net/players/246/688/24_120.png,175,70,1999-07-18,RB,77,82,€15M,€31K,Right,3 ,3 ,1 ,High/High,Normal (170-185),No,€25.1M,"Speedster,Engine",605,Al Hilal,350,Pro League,https://cdn.sofifa.net/meta/team/7011/30.png,78,RB,66,2022-01-22,2025,,,,,,,,,74,40,60,68,35,72,60,43,64,64,91,92,82,72,86,52,73,94,69,45,74,73,74,58,48,62,69,75,69,5,9,6,12,14,"Long Throw +,Rapid,Quick Step,Relentless,Early Crosser (CPU AI)"
226853,2024-07-08,Jeremiah St. Juste,Jeremiah St. Juste,"Jeremiah St. Juste (born 19 October 1996) is a Dutch footballer who plays as a center back for Portuguese club Sporting CP. In the game FC 24, his overall rating is 77.",https://cdn.sofifa.net/players/226/853/24_120.png,186,76,1996-10-19,"CB,RB",77,80,€12M,€13K,Right,3 ,3 ,2 ,High/Medium,Lean (185+),No,€24.9M,Speedster,237,Sporting CP,308,Primeira Liga,https://cdn.sofifa.net/meta/team/58/30.png,78,SUB,3,2022-07-01,2026,,,,,,,,,61,59,70,75,48,75,36,42,71,75,90,96,79,79,70,66,85,68,74,48,72,82,64,62,59,68,81,78,76,12,14,9,13,11,"Long Ball Pass,Intercept,Flair,Quick Step,Aerial,Injury Prone"
204539,2024-07-08,Luis Advíncula,Luis Jan Piers Advíncula Castrillón,"Luis Advíncula (Luis Jan Piers Advíncula Castrillón, born 2 March 1990) is a Peruvian footballer who plays as a right back for Argentine club Boca Juniors. In the game FC 24, his overall rating is 76.",https://cdn.sofifa.net/players/204/539/24_120.png,180,80,1990-03-02,"RB,RW,RM",76,76,€3.9M,€17K,Right,3 ,3 ,1 ,Medium/Medium,Normal (170-185),Yes,€5.9M,Speedster,1877,Boca Juniors,353,Liga Profesional de Fútbol,https://cdn.sofifa.net/meta/team/587/30.png,74,SUB,17,2021-07-31,2024,,,,,,,,,73,65,62,72,59,74,76,63,67,72,90,90,82,71,80,77,85,88,79,74,75,71,74,67,64,62,69,71,67,11,12,13,15,11,"Power Shot,Whipped Cross,Rapid,Long Shot Taker (CPU AI)"
24630,2024-07-08,Pepe Reina,José Manuel Reina Páez,"Pepe Reina (born 31 August 1982) is a Spanish footballer who plays as a goalkeeper for Spanish club Villarreal. In the game FC 24, his overall rating is 76.",https://cdn.sofifa.net/players/024/630/24_120.png,188,92,1982-08-31,GK,76,76,€825K,€13K,Right,3 ,1 ,3 ,Medium/Medium,Unique,Yes,€1.7M,,483,Villarreal,53,La Liga,https://cdn.sofifa.net/meta/team/3477/30.png,78,SUB,1,2022-07-08,2024,,,,,,,,,11,14,13,37,11,10,11,11,39,23,43,49,50,72,60,58,65,34,70,15,32,22,13,65,24,64,20,22,24,75,75,77,77,74,Far Throw
183108,2024-07-08,Nordin Amrabat,Noureddine Amrabat,"Nordin Amrabat (Noureddine Amrabat, born 31 March 1987) is a Moroccan footballer who plays as a right midfield for Greek club AEK Athens. In the game FC 24, his overall rating is 75.",https://cdn.sofifa.net/players/183/108/24_120.png,179,87,1987-03-31,"RM,RW,LM",75,75,€1.8M,€950,Right,2 ,3 ,2 ,High/High,Stocky (170-185),Yes,€4M,Strength,278,AEK Athens,63,Super League,https://cdn.sofifa.net/meta/team/781/30.png,74,SUB,5,2021-08-16,2024,,,,,,,,,77,66,59,74,69,75,79,67,74,75,76,79,82,73,80,73,83,80,89,65,87,59,70,73,75,79,45,62,53,11,14,7,6,13,"Rapid,Early Crosser (CPU AI)"
212212,2024-07-08,Dominik Kohr,Dominik Kohr,"Dominik Kohr (born 31 January 1994) is a German footballer who plays as a central defensive midfielder for German club FSV Mainz 05. In the game FC 24, his overall rating is 75.",https://cdn.sofifa.net/players/212/212/24_120.png,183,80,1994-01-31,"CDM,CM,CB",75,75,€4.8M,€24K,Right,3 ,3 ,2 ,Medium/High,Normal (170-185),Yes,€8.2M,,169,FSV Mainz 05,19,Bundesliga,https://cdn.sofifa.net/meta/team/794/30.png,75,SUB,31,2022-05-12,2026,,,,,,,,,42,58,73,73,45,69,51,48,65,73,77,88,67,75,67,77,86,82,77,71,93,74,52,67,47,76,76,75,73,6,11,9,10,7,"Slide Tackle,Bruiser,Relentless,Leadership"
213013,2024-07-08,Frank Acheampong,Frank Opoku Acheampong,"Frank Acheampong (Frank Opoku Acheampong, born 16 October 1993) is a Ghanaian footballer who plays as a striker for Chinese club Henan. In the game FC 24, his overall rating is 72.",https://cdn.sofifa.net/players/213/013/24_120.png,172,70,1993-10-16,"ST,LW,RW",72,72,€2.3M,€11K,Left,3 ,4 ,1 ,High/Low,Normal (170-185),No,€3.6M,"Speedster,Acrobat",111779,Henan,2012,Super League,https://cdn.sofifa.net/meta/team/8428/30.png,65,LM,11,2024-02-12,2024,,,,,,,,,60,74,53,71,67,78,71,57,65,73,90,92,91,74,90,74,80,91,76,71,63,42,67,71,63,68,40,48,42,14,9,10,16,13,"Rapid,Quick Step,Long Shot Taker (CPU AI)"
242166,2024-07-08,Amor Layouni,Amor Yonas Layouni,"Amor Layouni (Amor Yonas Layouni, born 3 October 1992) is a Tunisian footballer who plays as a right winger for Swedish club Häcken. In the game FC 24, his overall rating is 72.",https://cdn.sofifa.net/players/242/166/24_120.png,191,81,1992-10-03,"RW,LW",72,72,€2.3M,€7K,Left,4 ,3 ,1 ,High/Medium,Lean (185+),No,€2.9M,Speedster,711,Häcken,56,Allsvenskan,https://cdn.sofifa.net/meta/team/2535/30.png,68,RW,24,2023-07-10,2025,,,,,,,,,64,74,56,64,63,71,65,55,61,71,90,93,73,67,62,73,81,70,75,66,65,37,68,69,58,70,39,40,39,15,14,7,13,6,
266245,2024-07-08,Nestory Irankunda,Nestory Irankunda,"Nestory Irankunda (born 9 February 2006) is an Australian soccer player who plays as a right midfield for Australian club Adelaide United. In the game FC 24, his overall rating is 66.",https://cdn.sofifa.net/players/266/245/24_120.png,174,74,2006-02-09,"RM,LM",66,85,€2.1M,€500,Right,3 ,3 ,1 ,Medium/Medium,Normal (170-185),No,€3.9M,Speedster,111393,Adelaide United,351,A-League Men,https://cdn.sofifa.net/meta/team/2967/30.png,63,RM,66,2021-09-27,2024,,,,,,,,,58,64,53,57,55,66,63,69,52,62,95,91,88,62,89,87,81,58,74,68,78,39,56,62,56,62,32,46,47,8,10,12,7,8,"Power Shot,Rapid,Quick Step,Long Shot Taker (CPU AI)"
